Country Name,Country Code,Series Name,Series Code,Quarter,Value,Year,Source,Indicator Category,Region,Value_Transformed,Year_Quarter
Uganda,UGA,"Net bilateral aid flows from DAC donors, Portugal (current US$)",DC.DAC.PRTL.CD,0,576666.6574824244,2023,WDI,Public Debt Indicators,Sub-Saharan Africa,759.3857106124821,2023_0
United Kingdom,GBR,"Net bilateral aid flows from DAC donors, Portugal (current US$)",DC.DAC.PRTL.CD,0,576666.6574824244,2023,WDI,Public Debt Indicators,Europe,759.3857106124821,2023_0
Canada,CAN,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,North America,1045.6258079314837,2021_0
United States,USA,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,North America,1045.6258079314837,2021_0
Argentina,ARG,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Latin America & Caribbean,1045.6258079314837,2021_0
Brazil,BRA,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,39999.9991059303,2021,WDI,Public Debt Indicators,Latin America & Caribbean,199.9999977648257,2021_0
Colombia,COL,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Latin America & Caribbean,1045.6258079314837,2021_0
Costa Rica,CRI,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Latin America & Caribbean,1045.6258079314837,2021_0
Dominican Republic,DOM,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Latin America & Caribbean,1045.6258079314837,2021_0
El Salvador,SLV,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Latin America & Caribbean,1045.6258079314837,2021_0
Guatemala,GTM,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Latin America & Caribbean,1045.6258079314837,2021_0
Honduras,HND,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Latin America & Caribbean,1045.6258079314837,2021_0
Mexico,MEX,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,263333.33055178326,2021,WDI,Public Debt Indicators,North America,513.160141234472,2021_0
Nicaragua,NIC,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Latin America & Caribbean,1045.6258079314837,2021_0
Paraguay,PRY,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Latin America & Caribbean,1045.6258079314837,2021_0
Peru,PER,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Latin America & Caribbean,1045.6258079314837,2021_0
St. Lucia,LCA,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Latin America & Caribbean,1045.6258079314837,2021_0
Uruguay,URY,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Latin America & Caribbean,1045.6258079314837,2021_0
Albania,ALB,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,79999.9982118607,2021,WDI,Public Debt Indicators,Europe,282.84270931360544,2021_0
Armenia,ARM,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,56666.6660209497,2021,WDI,Public Debt Indicators,Europe,238.04761292848477,2021_0
Australia,AUS,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,East Asia & Pacific,1045.6258079314837,2021_0
Austria,AUT,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Bangladesh,BGD,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,South Asia,1045.6258079314837,2021_0
Belgium,BEL,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,7440000.05722046,2021,WDI,Public Debt Indicators,Europe,2727.63634988619,2021_0
Bulgaria,BGR,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Cote d'Ivoire,CIV,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Sub-Saharan Africa,1045.6258079314837,2021_0
Croatia,HRV,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Cyprus,CYP,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Czechia,CZE,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Denmark,DNK,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Estonia,EST,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Fiji,FJI,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,East Asia & Pacific,1045.6258079314837,2021_0
Finland,FIN,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
France,FRA,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Georgia,GEO,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,200000.002980232,2021,WDI,Public Debt Indicators,Europe,447.2135988319586,2021_0
Germany,DEU,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Greece,GRC,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Hungary,HUN,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Iceland,ISL,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Indonesia,IDN,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,469999.998807907,2021,WDI,Public Debt Indicators,East Asia & Pacific,685.5654591706813,2021_0
Ireland,IRL,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Italy,ITA,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Japan,JPN,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,East Asia & Pacific,1045.6258079314837,2021_0
Kazakhstan,KAZ,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Central Asia,1045.6258079314837,2021_0
Kenya,KEN,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,629999.995231628,2021,WDI,Public Debt Indicators,Sub-Saharan Africa,793.7253903155852,2021_0
"Korea, Rep.",KOR,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,East Asia & Pacific,1045.6258079314837,2021_0
Kosovo,XKX,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1049999.95231628,2021,WDI,Public Debt Indicators,Europe,1024.6950533286868,2021_0
Kyrgyz Republic,KGZ,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,50000.0007450581,2021,WDI,Public Debt Indicators,Central Asia,223.60679941597957,2021_0
Latvia,LVA,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Lithuania,LTU,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Luxembourg,LUX,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Malta,MLT,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Mauritius,MUS,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Sub-Saharan Africa,1045.6258079314837,2021_0
Moldova,MDA,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,56666.6660209497,2021,WDI,Public Debt Indicators,Europe,238.04761292848477,2021_0
Nepal,NPL,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,219999.998807907,2021,WDI,Public Debt Indicators,South Asia,469.04157471156753,2021_0
Netherlands,NLD,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
North Macedonia,MKD,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,7250000.0,2021,WDI,Public Debt Indicators,Europe,2692.582403567252,2021_0
Norway,NOR,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Pakistan,PAK,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,56666.6660209497,2021,WDI,Public Debt Indicators,South Asia,238.04761292848477,2021_0
Philippines,PHL,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,East Asia & Pacific,1045.6258079314837,2021_0
Poland,POL,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Portugal,PRT,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Romania,ROU,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Rwanda,RWA,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,79999.9982118607,2021,WDI,Public Debt Indicators,Sub-Saharan Africa,282.84270931360544,2021_0
Senegal,SEN,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Sub-Saharan Africa,1045.6258079314837,2021_0
Slovak Republic,SVK,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Slovenia,SVN,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
South Africa,ZAF,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Sub-Saharan Africa,1045.6258079314837,2021_0
Spain,ESP,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Sri Lanka,LKA,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,56666.6660209497,2021,WDI,Public Debt Indicators,South Asia,238.04761292848477,2021_0
Sweden,SWE,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Switzerland,CHE,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Tajikistan,TJK,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Central Asia,1045.6258079314837,2021_0
Thailand,THA,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,East Asia & Pacific,1045.6258079314837,2021_0
Turkiye,TUR,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,509999.990463257,2021,WDI,Public Debt Indicators,Europe,714.1428361772294,2021_0
Uganda,UGA,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1169999.95708466,2021,WDI,Public Debt Indicators,Sub-Saharan Africa,1081.6653628015736,2021_0
United Kingdom,GBR,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,1093333.330212368,2021,WDI,Public Debt Indicators,Europe,1045.6258079314837,2021_0
Canada,CAN,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,North America,955.4909549968852,2022_0
United States,USA,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,North America,955.4909549968852,2022_0
Argentina,ARG,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Latin America & Caribbean,955.4909549968852,2022_0
Brazil,BRA,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,29999.9993294477,2022,WDI,Public Debt Indicators,Latin America & Caribbean,173.20507882116996,2022_0
Colombia,COL,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Latin America & Caribbean,955.4909549968852,2022_0
Costa Rica,CRI,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Latin America & Caribbean,955.4909549968852,2022_0
Dominican Republic,DOM,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Latin America & Caribbean,955.4909549968852,2022_0
El Salvador,SLV,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Latin America & Caribbean,955.4909549968852,2022_0
Guatemala,GTM,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Latin America & Caribbean,955.4909549968852,2022_0
Honduras,HND,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Latin America & Caribbean,955.4909549968852,2022_0
Mexico,MEX,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,829999.983310699,2022,WDI,Public Debt Indicators,North America,911.043348754986,2022_0
Nicaragua,NIC,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Latin America & Caribbean,955.4909549968852,2022_0
Paraguay,PRY,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Latin America & Caribbean,955.4909549968852,2022_0
Peru,PER,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Latin America & Caribbean,955.4909549968852,2022_0
St. Lucia,LCA,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Latin America & Caribbean,955.4909549968852,2022_0
Uruguay,URY,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Latin America & Caribbean,955.4909549968852,2022_0
Albania,ALB,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,280000.001192093,2022,WDI,Public Debt Indicators,Europe,529.1502633393401,2022_0
Armenia,ARM,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,9999.99977648258,2022,WDI,Public Debt Indicators,Europe,99.9999988824129,2022_0
Australia,AUS,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,East Asia & Pacific,955.4909549968852,2022_0
Austria,AUT,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Europe,955.4909549968852,2022_0
Bangladesh,BGD,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,South Asia,955.4909549968852,2022_0
Belgium,BEL,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Europe,955.4909549968852,2022_0
Bosnia and Herzegovina,BIH,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,5789999.96185303,2022,WDI,Public Debt Indicators,Europe,2406.241875176523,2022_0
Bulgaria,BGR,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Europe,955.4909549968852,2022_0
Cote d'Ivoire,CIV,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Sub-Saharan Africa,955.4909549968852,2022_0
Croatia,HRV,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Europe,955.4909549968852,2022_0
Cyprus,CYP,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Europe,955.4909549968852,2022_0
Czechia,CZE,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Europe,955.4909549968852,2022_0
Denmark,DNK,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Europe,955.4909549968852,2022_0
Estonia,EST,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Europe,955.4909549968852,2022_0
Fiji,FJI,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,East Asia & Pacific,955.4909549968852,2022_0
Finland,FIN,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Europe,955.4909549968852,2022_0
France,FRA,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Europe,955.4909549968852,2022_0
Georgia,GEO,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,319999.992847443,2022,WDI,Public Debt Indicators,Europe,565.685418627211,2022_0
Germany,DEU,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Europe,955.4909549968852,2022_0
Greece,GRC,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Europe,955.4909549968852,2022_0
Hungary,HUN,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Europe,955.4909549968852,2022_0
Iceland,ISL,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Europe,955.4909549968852,2022_0
Indonesia,IDN,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,363333.3345254264,2022,WDI,Public Debt Indicators,East Asia & Pacific,602.7713783230142,2022_0
Ireland,IRL,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Europe,955.4909549968852,2022_0
Italy,ITA,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Europe,955.4909549968852,2022_0
Japan,JPN,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,East Asia & Pacific,955.4909549968852,2022_0
Kazakhstan,KAZ,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Central Asia,955.4909549968852,2022_0
Kenya,KEN,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,360000.0043710074,2022,WDI,Public Debt Indicators,Sub-Saharan Africa,600.0000036425062,2022_0
"Korea, Rep.",KOR,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,East Asia & Pacific,955.4909549968852,2022_0
Kosovo,XKX,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,879999.995231628,2022,WDI,Public Debt Indicators,Europe,938.0831494231352,2022_0
Kyrgyz Republic,KGZ,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,9999.99977648258,2022,WDI,Public Debt Indicators,Central Asia,99.9999988824129,2022_0
Latvia,LVA,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Europe,955.4909549968852,2022_0
Lithuania,LTU,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Europe,955.4909549968852,2022_0
Luxembourg,LUX,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Europe,955.4909549968852,2022_0
Malta,MLT,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Europe,955.4909549968852,2022_0
Mauritius,MUS,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Sub-Saharan Africa,955.4909549968852,2022_0
Moldova,MDA,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,59999.9986588955,2022,WDI,Public Debt Indicators,Europe,244.9489715407997,2022_0
Nepal,NPL,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,39999.9991059303,2022,WDI,Public Debt Indicators,South Asia,199.9999977648257,2022_0
Netherlands,NLD,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Europe,955.4909549968852,2022_0
North Macedonia,MKD,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,6420000.07629395,2022,WDI,Public Debt Indicators,Europe,2533.7719069193954,2022_0
Norway,NOR,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Europe,955.4909549968852,2022_0
Pakistan,PAK,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,140000.000596046,2022,WDI,Public Debt Indicators,South Asia,374.1657394738941,2022_0
Philippines,PHL,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,East Asia & Pacific,955.4909549968852,2022_0
Poland,POL,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,0,912962.9650808598,2022,WDI,Public Debt Indicators,Europe,955.4909549968852,2022_0
